comment,case_folding,cleaning,normalisasi,tokenisasi,stopword_removal,stemming,score,sentiment_label,sentiment_encoded
saya jg ngalamin pak.sampe sekarang entah kemna uang nya.dari sept 2024 sampe january.uang SPP anak saya.,saya jg ngalamin pak.sampe sekarang entah kemna uang nya.dari sept 2024 sampe january.uang spp anak saya.,saya jg ngalamin paksampe sekarang entah kemna uang nyadari sept  sampe januaryuang spp anak saya,saya juga ngalamin paksampe sekarang entah kemna uang nyadari sept sampai januaryuang spp anak saya,"['saya', 'juga', 'ngalamin', 'paksampe', 'sekarang', 'entah', 'kemna', 'uang', 'nyadari', 'sept', 'sampai', 'januaryuang', 'spp', 'anak', 'saya']","['ngalamin', 'paksampe', 'kemna', 'uang', 'nyadari', 'sept', 'januaryuang', 'spp', 'anak']","['ngalamin', 'paksampe', 'kemna', 'uang', 'nyadari', 'sept', 'januaryuang', 'spp', 'anak']",-1,Negatif,0
Alhamdulillah akun BSI saya lancar dan aman. BSI Mobile (Byond) transaksi antar bank juga lancar. Belum pernah ngalami kesulitan.,alhamdulillah akun bsi saya lancar dan aman. bsi mobile (byond) transaksi antar bank juga lancar. belum pernah ngalami kesulitan.,alhamdulillah akun bsi saya lancar dan aman bsi mobile byond transaksi antar bank juga lancar belum pernah ngalami kesulitan,alhamdulillah akun bsi saya lancar dan aman bsi mobile byond transaksi antar bank juga lancar belum pernah ngalami kesulitan,"['alhamdulillah', 'akun', 'bsi', 'saya', 'lancar', 'dan', 'aman', 'bsi', 'mobile', 'byond', 'transaksi', 'antar', 'bank', 'juga', 'lancar', 'belum', 'pernah', 'ngalami', 'kesulitan']","['alhamdulillah', 'akun', 'lancar', 'aman', 'mobile', 'transaksi', 'lancar', 'ngalami', 'kesulitan']","['alhamdulillah', 'akun', 'lancar', 'aman', 'mobile', 'transaksi', 'lancar', 'ngalami', 'sulit']",2,Positif,1
mampir ke bank BI dlu kaya nya,mampir ke bank bi dlu kaya nya,mampir ke bank bi dlu kaya nya,mampir ke bank bi dulu kayak ya,"['mampir', 'ke', 'bank', 'bi', 'dulu', 'kayak', 'ya']","['mampir', 'kayak']","['mampir', 'kayak']",-1,Negatif,0
terimksh Infonya,terimksh infonya,terimksh infonya,terimksh infonya,"['terimksh', 'infonya']","['terimksh', 'infonya']","['terimksh', 'info']",-1,Negatif,0
artinya kesalahan. bukan d bsi 🤣🤣🤣,artinya kesalahan. bukan d bsi 🤣🤣🤣,artinya kesalahan bukan d bsi ,artinya kesalahan bukan di bsi,"['artinya', 'kesalahan', 'bukan', 'di', 'bsi']","['kesalahan', 'bukan']","['salah', 'bukan']",-2,Negatif,0
yg error terus.. setiap tahun pasti error,yg error terus.. setiap tahun pasti error,yg error terus setiap tahun pasti error,yang error terus setiap tahun pasti error,"['yang', 'error', 'terus', 'setiap', 'tahun', 'pasti', 'error']","['error', 'error']","['error', 'error']",-2,Negatif,0
untung sy ga buka BSI... hampir saja,untung sy ga buka bsi... hampir saja,untung sy ga buka bsi hampir saja,untung saya tidak buka bsi hampir saja,"['untung', 'saya', 'tidak', 'buka', 'bsi', 'hampir', 'saja']","['untung', 'tidak', 'buka']","['untung', 'tidak', 'buka']",-1,Negatif,0
coba yg punya atm bri uangnya kesedot kaga,coba yg punya atm bri uangnya kesedot kaga,coba yg punya atm bri uangnya kesedot kaga,coba yang punya atm bri uangnya kesedot kagak,"['coba', 'yang', 'punya', 'atm', 'bri', 'uangnya', 'kesedot', 'kagak']","['coba', 'atm', 'bri', 'uangnya', 'kesedot', 'kagak']","['coba', 'atm', 'bri', 'uang', 'sedot', 'kagak']",-1,Negatif,0
bagaimana sekarang apa sdh bs,bagaimana sekarang apa sdh bs,bagaimana sekarang apa sdh bs,bagaimana sekarang apa sedih bisa,"['bagaimana', 'sekarang', 'apa', 'sedih', 'bisa']",['sedih'],['sedih'],-1,Negatif,0
"udah lah kita cari aman SJ,GK usah simpen uang d BNK mana pun sekarang udah GK aman, lebih baik tarik semua dana yang ada di BNK dh GK aman","udah lah kita cari aman sj,gk usah simpen uang d bnk mana pun sekarang udah gk aman, lebih baik tarik semua dana yang ada di bnk dh gk aman",udah lah kita cari aman sjgk usah simpen uang d bnk mana pun sekarang udah gk aman lebih baik tarik semua dana yang ada di bnk dh gk aman,sudah lah kita cari aman sjgk usah simpan uang di bank mana pun sekarang sudah tidak aman lebih baik tarik semua uang yang ada di bank dah tidak aman,"['sudah', 'lah', 'kita', 'cari', 'aman', 'sjgk', 'usah', 'simpan', 'uang', 'di', 'bank', 'mana', 'pun', 'sekarang', 'sudah', 'tidak', 'aman', 'lebih', 'baik', 'tarik', 'semua', 'uang', 'yang', 'ada', 'di', 'bank', 'dah', 'tidak', 'aman']","['cari', 'aman', 'sjgk', 'simpan', 'uang', 'tidak', 'aman', 'tarik', 'uang', 'dah', 'tidak', 'aman']","['cari', 'aman', 'sjgk', 'simpan', 'uang', 'tidak', 'aman', 'tarik', 'uang', 'dah', 'tidak', 'aman']",-4,Negatif,0
alhamdulilah saya baru TF berhasil dr sumsel ke bsi,alhamdulilah saya baru tf berhasil dr sumsel ke bsi,alhamdulilah saya baru tf berhasil dr sumsel ke bsi,alhamdulilah saya baru transfer berhasil dari sumsel ke bsi,"['alhamdulilah', 'saya', 'baru', 'transfer', 'berhasil', 'dari', 'sumsel', 'ke', 'bsi']","['alhamdulilah', 'transfer', 'berhasil', 'sumsel']","['alhamdulilah', 'transfer', 'hasil', 'sumsel']",2,Positif,1
"Gua dari semalam tf dari dana ke BSI ga masuk” njir, dari dana udah terpotong tapi di BSI belum masuk🥲","gua dari semalam tf dari dana ke bsi ga masuk” njir, dari dana udah terpotong tapi di bsi belum masuk🥲",gua dari semalam tf dari dana ke bsi ga masuk njir dari dana udah terpotong tapi di bsi belum masuk,gua dari semalam transfer dari uang ke bsi tidak masuk anjir dari uang sudah terpotong tapi di bsi belum masuk,"['gua', 'dari', 'semalam', 'transfer', 'dari', 'uang', 'ke', 'bsi', 'tidak', 'masuk', 'anjir', 'dari', 'uang', 'sudah', 'terpotong', 'tapi', 'di', 'bsi', 'belum', 'masuk']","['gua', 'semalam', 'transfer', 'uang', 'tidak', 'masuk', 'anjir', 'uang', 'terpotong', 'masuk']","['gua', 'malam', 'transfer', 'uang', 'tidak', 'masuk', 'anjir', 'uang', 'potong', 'masuk']",-6,Negatif,0
Tarik tunai ga keluar tp saldo terpotong. Subhanallah kali bsi ni selalu menguji kesabaran org2 aman.,tarik tunai ga keluar tp saldo terpotong. subhanallah kali bsi ni selalu menguji kesabaran org2 aman.,tarik tunai ga keluar tp saldo terpotong subhanallah kali bsi ni selalu menguji kesabaran org aman,tarik tunai tidak keluar otp saldo terpotong subhanallah kali bsi nih selalu menguji kesabaran orang aman,"['tarik', 'tunai', 'tidak', 'keluar', 'otp', 'saldo', 'terpotong', 'subhanallah', 'kali', 'bsi', 'nih', 'selalu', 'menguji', 'kesabaran', 'orang', 'aman']","['tarik', 'tunai', 'tidak', 'otp', 'saldo', 'terpotong', 'subhanallah', 'kali', 'nih', 'menguji', 'kesabaran', 'orang', 'aman']","['tarik', 'tunai', 'tidak', 'otp', 'saldo', 'potong', 'subhanallah', 'kali', 'nih', 'uji', 'sabar', 'orang', 'aman']",3,Positif,1
saya tf dari Danamon ke BSI tapi sampai skrg blm masuk ke BSI dan saldo dari Danamon sudah terpotong,saya tf dari danamon ke bsi tapi sampai skrg blm masuk ke bsi dan saldo dari danamon sudah terpotong,saya tf dari danamon ke bsi tapi sampai skrg blm masuk ke bsi dan saldo dari danamon sudah terpotong,saya transfer dari danamon ke bsi tapi sampai sekarang belum masuk ke bsi dan saldo dari danamon sudah terpotong,"['saya', 'transfer', 'dari', 'danamon', 'ke', 'bsi', 'tapi', 'sampai', 'sekarang', 'belum', 'masuk', 'ke', 'bsi', 'dan', 'saldo', 'dari', 'danamon', 'sudah', 'terpotong']","['transfer', 'danamon', 'masuk', 'saldo', 'danamon', 'terpotong']","['transfer', 'danamon', 'masuk', 'saldo', 'danamon', 'potong']",-1,Negatif,0
aku juga dapat notif suruh isi formulir kalo gak uangnya bakalan di potong,aku juga dapat notif suruh isi formulir kalo gak uangnya bakalan di potong,aku juga dapat notif suruh isi formulir kalo gak uangnya bakalan di potong,akun juga dapat notifikasi suruh isi ulang formulir kalau tidak uangnya bakalan di potong,"['akun', 'juga', 'dapat', 'notifikasi', 'suruh', 'isi', 'ulang', 'formulir', 'kalau', 'tidak', 'uangnya', 'bakalan', 'di', 'potong']","['akun', 'notifikasi', 'suruh', 'isi', 'ulang', 'formulir', 'tidak', 'uangnya', 'potong']","['akun', 'notifikasi', 'suruh', 'isi', 'ulang', 'formulir', 'tidak', 'uang', 'potong']",-3,Negatif,0
Byon aplikasi Gagal anjir,byon aplikasi gagal anjir,byon aplikasi gagal anjir,byon aplikasi gagal anjir,"['byon', 'aplikasi', 'gagal', 'anjir']","['byon', 'aplikasi', 'gagal', 'anjir']","['byon', 'aplikasi', 'gagal', 'anjir']",-2,Negatif,0
"saya juga pernah gitu, 1 hari sebelumnya saya cek saldo masih sekian, tau tau besok nya mau transaksi liat saldo udh berkurang, sedangkan di riwayat transaksi gaada.. buat pelajaran udh ga berani nyimpen uang di beyond lagi","saya juga pernah gitu, 1 hari sebelumnya saya cek saldo masih sekian, tau tau besok nya mau transaksi liat saldo udh berkurang, sedangkan di riwayat transaksi gaada.. buat pelajaran udh ga berani nyimpen uang di beyond lagi",saya juga pernah gitu  hari sebelumnya saya cek saldo masih sekian tau tau besok nya mau transaksi liat saldo udh berkurang sedangkan di riwayat transaksi gaada buat pelajaran udh ga berani nyimpen uang di beyond lagi,saya juga pernah begitu hari sebelumnya saya cek saldo masih sekian tau tau besok ya mau transaksi lihat saldo sudah berkurang sedangkan di riwayat transaksi tidak ada buat pelajaran sudah tidak berani menyimpan uang di beyond lagi,"['saya', 'juga', 'pernah', 'begitu', 'hari', 'sebelumnya', 'saya', 'cek', 'saldo', 'masih', 'sekian', 'tau', 'tau', 'besok', 'ya', 'mau', 'transaksi', 'lihat', 'saldo', 'sudah', 'berkurang', 'sedangkan', 'di', 'riwayat', 'transaksi', 'tidak', 'ada', 'buat', 'pelajaran', 'sudah', 'tidak', 'berani', 'menyimpan', 'uang', 'di', 'beyond', 'lagi']","['cek', 'saldo', 'sekian', 'tau', 'tau', 'besok', 'transaksi', 'lihat', 'saldo', 'berkurang', 'riwayat', 'transaksi', 'tidak', 'pelajaran', 'tidak', 'berani', 'menyimpan', 'uang', 'beyond']","['cek', 'saldo', 'sekian', 'tau', 'tau', 'besok', 'transaksi', 'lihat', 'saldo', 'kurang', 'riwayat', 'transaksi', 'tidak', 'ajar', 'tidak', 'berani', 'simpan', 'uang', 'beyond']",-2,Negatif,0
saya transaksi dalam proses tapi saldo saya d potong udh 3 hari belum berhasil uang pun tidak d kembalikan,saya transaksi dalam proses tapi saldo saya d potong udh 3 hari belum berhasil uang pun tidak d kembalikan,saya transaksi dalam proses tapi saldo saya d potong udh  hari belum berhasil uang pun tidak d kembalikan,saya transaksi dalam proses tapi saldo saya di potong sudah hari belum berhasil uang pun tidak di kembalikan,"['saya', 'transaksi', 'dalam', 'proses', 'tapi', 'saldo', 'saya', 'di', 'potong', 'sudah', 'hari', 'belum', 'berhasil', 'uang', 'pun', 'tidak', 'di', 'kembalikan']","['transaksi', 'proses', 'saldo', 'potong', 'berhasil', 'uang', 'tidak', 'kembalikan']","['transaksi', 'proses', 'saldo', 'potong', 'hasil', 'uang', 'tidak', 'kembali']",2,Positif,1
sama sit ilong kosong rekening ..soh ipeuabeh,sama sit ilong kosong rekening ..soh ipeuabeh,sama sit ilong kosong rekening soh ipeuabeh,sama sit ilong kosong rekening soh ipeuabeh,"['sama', 'sit', 'ilong', 'kosong', 'rekening', 'soh', 'ipeuabeh']","['sit', 'ilong', 'kosong', 'rekening', 'soh', 'ipeuabeh']","['sit', 'ilong', 'kosong', 'rekening', 'soh', 'ipeuabeh']",-1,Negatif,0
"Untung saya saldo nya nol jdi walaupun byon nya bermasalah
Bagi saya tidak jadi masalah
Btw terimakasih info nya...","untung saya saldo nya nol jdi walaupun byon nya bermasalah
bagi saya tidak jadi masalah
btw terimakasih info nya...","untung saya saldo nya nol jdi walaupun byon nya bermasalah
bagi saya tidak jadi masalah
btw terimakasih info nya",untung saya saldo ya nol jadi walaupun byon ya bermasalah bagi saya tidak jadi masalah omong-omong terimakasih info ya,"['untung', 'saya', 'saldo', 'ya', 'nol', 'jadi', 'walaupun', 'byon', 'ya', 'bermasalah', 'bagi', 'saya', 'tidak', 'jadi', 'masalah', 'omong', 'omong', 'terimakasih', 'info', 'ya']","['untung', 'saldo', 'nol', 'byon', 'bermasalah', 'tidak', 'masalah', 'omong', 'omong']","['untung', 'saldo', 'nol', 'byon', 'masalah', 'tidak', 'masalah', 'omong', 'omong']",-5,Negatif,0
"Bank Saket, paksa rakyat untuk sehat","bank saket, paksa rakyat untuk sehat",bank saket paksa rakyat untuk sehat,bank saket paksa rakyat untuk sehat,"['bank', 'saket', 'paksa', 'rakyat', 'untuk', 'sehat']","['saket', 'paksa', 'rakyat', 'sehat']","['saket', 'paksa', 'rakyat', 'sehat']",-1,Negatif,0
Sampai sekarang belum balik gmana ya sy ada yg tf tapi ga masuk di sy,sampai sekarang belum balik gmana ya sy ada yg tf tapi ga masuk di sy,sampai sekarang belum balik gmana ya sy ada yg tf tapi ga masuk di sy,sampai sekarang belum balik bagaimana ya saya ada yang transfer tapi tidak masuk di saya,"['sampai', 'sekarang', 'belum', 'balik', 'bagaimana', 'ya', 'saya', 'ada', 'yang', 'transfer', 'tapi', 'tidak', 'masuk', 'di', 'saya']","['transfer', 'tidak', 'masuk']","['transfer', 'tidak', 'masuk']",-2,Negatif,0
atas nama bank yg berhubunga dg pusat tetap gk bs percaya,atas nama bank yg berhubunga dg pusat tetap gk bs percaya,atas nama bank yg berhubunga dg pusat tetap gk bs percaya,atas nama bank yang berhubunga dengan pusat tetap tidak bisa percaya,"['atas', 'nama', 'bank', 'yang', 'berhubunga', 'dengan', 'pusat', 'tetap', 'tidak', 'bisa', 'percaya']","['nama', 'berhubunga', 'pusat', 'tidak', 'percaya']","['nama', 'berhubunga', 'pusat', 'tidak', 'percaya']",1,Positif,1
untung saya simpan uang nya di kepala jadi gpp kalau bank nya bermasalah,untung saya simpan uang nya di kepala jadi gpp kalau bank nya bermasalah,untung saya simpan uang nya di kepala jadi gpp kalau bank nya bermasalah,untung saya simpan uang ya di kepala jadi tidak apa-apa kalau bank ya bermasalah,"['untung', 'saya', 'simpan', 'uang', 'ya', 'di', 'kepala', 'jadi', 'tidak', 'apa', 'apa', 'kalau', 'bank', 'ya', 'bermasalah']","['untung', 'simpan', 'uang', 'kepala', 'tidak', 'bermasalah']","['untung', 'simpan', 'uang', 'kepala', 'tidak', 'masalah']",-3,Negatif,0
"Kemarin (tgl 2 sept) mmg ada kendala utk mbanking, tapi malamnya sdh normal kembali. Saya bs ttansfer ke bca dan mandiri","kemarin (tgl 2 sept) mmg ada kendala utk mbanking, tapi malamnya sdh normal kembali. saya bs ttansfer ke bca dan mandiri",kemarin tgl  sept mmg ada kendala utk mbanking tapi malamnya sdh normal kembali saya bs ttansfer ke bca dan mandiri,kemarin tanggal sept memang ada masalah untuk mbanking tapi malamnya sedih normal kembali saya bisa ttansfer ke baca dan mandiri,"['kemarin', 'tanggal', 'sept', 'memang', 'ada', 'masalah', 'untuk', 'mbanking', 'tapi', 'malamnya', 'sedih', 'normal', 'kembali', 'saya', 'bisa', 'ttansfer', 'ke', 'baca', 'dan', 'mandiri']","['kemarin', 'tanggal', 'sept', 'masalah', 'mbanking', 'malamnya', 'sedih', 'normal', 'ttansfer', 'baca', 'mandiri']","['kemarin', 'tanggal', 'sept', 'masalah', 'mbanking', 'malam', 'sedih', 'normal', 'ttansfer', 'baca', 'mandiri']",-4,Negatif,0
"iya benerr td aku udah TF ke rekening lain, ketik transfer, gagal transfer.
TF di cek saldo malah di debet, berkurang saldo saya","iya benerr td aku udah tf ke rekening lain, ketik transfer, gagal transfer.
tf di cek saldo malah di debet, berkurang saldo saya","iya benerr td aku udah tf ke rekening lain ketik transfer gagal transfer
tf di cek saldo malah di debet berkurang saldo saya",iya benar tadi akun sudah transfer ke rekening lain ketik transfer gagal transfer transfer di cek saldo malah di debet berkurang saldo saya,"['iya', 'benar', 'tadi', 'akun', 'sudah', 'transfer', 'ke', 'rekening', 'lain', 'ketik', 'transfer', 'gagal', 'transfer', 'transfer', 'di', 'cek', 'saldo', 'malah', 'di', 'debet', 'berkurang', 'saldo', 'saya']","['iya', 'akun', 'transfer', 'rekening', 'ketik', 'transfer', 'gagal', 'transfer', 'transfer', 'cek', 'saldo', 'debet', 'berkurang', 'saldo']","['iya', 'akun', 'transfer', 'rekening', 'ketik', 'transfer', 'gagal', 'transfer', 'transfer', 'cek', 'saldo', 'debet', 'kurang', 'saldo']",-1,Negatif,0
kmrn kirim ke bsi gak masuk ternyta saldonya g cukup,kmrn kirim ke bsi gak masuk ternyta saldonya g cukup,kmrn kirim ke bsi gak masuk ternyta saldonya g cukup,kemarin kirim ke bsi tidak masuk ternyta saldonya tidak cukup,"['kemarin', 'kirim', 'ke', 'bsi', 'tidak', 'masuk', 'ternyta', 'saldonya', 'tidak', 'cukup']","['kemarin', 'kirim', 'tidak', 'masuk', 'ternyta', 'saldonya', 'tidak']","['kemarin', 'kirim', 'tidak', 'masuk', 'ternyta', 'saldo', 'tidak']",-1,Negatif,0
"iya nih...kmrin aq d transfer dr kantor sore nyampenya tengah malam ja. 1.30, padahal sama2 BSI","iya nih...kmrin aq d transfer dr kantor sore nyampenya tengah malam ja. 1.30, padahal sama2 bsi",iya nihkmrin aq d transfer dr kantor sore nyampenya tengah malam ja  padahal sama bsi,iya nihkmrin saya di transfer dari kantor sore sampainya tengah malam saja padahal sama bsi,"['iya', 'nihkmrin', 'saya', 'di', 'transfer', 'dari', 'kantor', 'sore', 'sampainya', 'tengah', 'malam', 'saja', 'padahal', 'sama', 'bsi']","['iya', 'nihkmrin', 'transfer', 'kantor', 'sore', 'sampainya', 'malam']","['iya', 'nihkmrin', 'transfer', 'kantor', 'sore', 'sampai', 'malam']",-1,Negatif,0
"Saya dari pertama ada bank syariah , saya tidak percaya jika itu berdasarkan syariah , bagi saya namanya bank semua riba tidak ada nama syariah dan Islam tidak mengenal bank .","saya dari pertama ada bank syariah , saya tidak percaya jika itu berdasarkan syariah , bagi saya namanya bank semua riba tidak ada nama syariah dan islam tidak mengenal bank .",saya dari pertama ada bank syariah  saya tidak percaya jika itu berdasarkan syariah  bagi saya namanya bank semua riba tidak ada nama syariah dan islam tidak mengenal bank ,saya dari pertama ada bank syariah saya tidak percaya jika itu berdasarkan syariah bagi saya namanya bank semua riba tidak ada nama syariah dan islam tidak mengenal bank,"['saya', 'dari', 'pertama', 'ada', 'bank', 'syariah', 'saya', 'tidak', 'percaya', 'jika', 'itu', 'berdasarkan', 'syariah', 'bagi', 'saya', 'namanya', 'bank', 'semua', 'riba', 'tidak', 'ada', 'nama', 'syariah', 'dan', 'islam', 'tidak', 'mengenal', 'bank']","['syariah', 'tidak', 'percaya', 'berdasarkan', 'syariah', 'namanya', 'riba', 'tidak', 'nama', 'syariah', 'islam', 'tidak', 'mengenal']","['syariah', 'tidak', 'percaya', 'dasar', 'syariah', 'nama', 'riba', 'tidak', 'nama', 'syariah', 'islam', 'tidak', 'kenal']",-2,Negatif,0
saya TF kemarin blum masuk ni BSI ke BRI 🥲,saya tf kemarin blum masuk ni bsi ke bri 🥲,saya tf kemarin blum masuk ni bsi ke bri ,saya transfer kemarin belum masuk nih bsi ke bri,"['saya', 'transfer', 'kemarin', 'belum', 'masuk', 'nih', 'bsi', 'ke', 'bri']","['transfer', 'kemarin', 'masuk', 'nih', 'bri']","['transfer', 'kemarin', 'masuk', 'nih', 'bri']",-1,Negatif,0
kemungkin hanya masalah jaringan saja??,kemungkin hanya masalah jaringan saja??,kemungkin hanya masalah jaringan saja,kemungkin hanya masalah jaringan saja,"['kemungkin', 'hanya', 'masalah', 'jaringan', 'saja']","['kemungkin', 'masalah', 'jaringan']","['mungkin', 'masalah', 'jaring']",-1,Negatif,0
"Sy dikirimi kartu kredit tanpa bermohon, trus kartux ada yg pake, menurut pihak BSI adalah pembobolan data nasabah, anehx sy yg dibebani utk bayar oleh BSI😭","sy dikirimi kartu kredit tanpa bermohon, trus kartux ada yg pake, menurut pihak bsi adalah pembobolan data nasabah, anehx sy yg dibebani utk bayar oleh bsi😭",sy dikirimi kartu kredit tanpa bermohon trus kartux ada yg pake menurut pihak bsi adalah pembobolan data nasabah anehx sy yg dibebani utk bayar oleh bsi,saya dikirimi kartu kredit tanpa bermohon terus kartux ada yang pakai menurut pihak bsi adalah pembobolan data nasabah anehx saya yang dibebani untuk bayar oleh bsi,"['saya', 'dikirimi', 'kartu', 'kredit', 'tanpa', 'bermohon', 'terus', 'kartux', 'ada', 'yang', 'pakai', 'menurut', 'pihak', 'bsi', 'adalah', 'pembobolan', 'data', 'nasabah', 'anehx', 'saya', 'yang', 'dibebani', 'untuk', 'bayar', 'oleh', 'bsi']","['dikirimi', 'kartu', 'kredit', 'bermohon', 'kartux', 'pakai', 'pembobolan', 'data', 'nasabah', 'anehx', 'dibebani', 'bayar']","['kirim', 'kartu', 'kredit', 'mohon', 'kartux', 'pakai', 'bobol', 'data', 'nasabah', 'anehx', 'beban', 'bayar']",-1,Negatif,0
"Tadi saya transfer dari BPD ke BSI Alhamdulillah langsung ada masuk rekening BSI.,👍👍","tadi saya transfer dari bpd ke bsi alhamdulillah langsung ada masuk rekening bsi.,👍👍",tadi saya transfer dari bpd ke bsi alhamdulillah langsung ada masuk rekening bsi,tadi saya transfer dari bpd ke bsi alhamdulillah langsung ada masuk rekening bsi,"['tadi', 'saya', 'transfer', 'dari', 'bpd', 'ke', 'bsi', 'alhamdulillah', 'langsung', 'ada', 'masuk', 'rekening', 'bsi']","['transfer', 'bpd', 'alhamdulillah', 'langsung', 'masuk', 'rekening']","['transfer', 'bpd', 'alhamdulillah', 'langsung', 'masuk', 'rekening']",1,Positif,1
